Tender ID,Project Name,Project Type,Description,Duration Deadline (days),Location,Max Budget ($),Company ID,Bid Cost ($),Proposed Start Date,Estimated Duration (days),Employees,Experience (years),Company Value ($),Previous Contracts,Reputation Score,Location Advantage,Cost Deviation (%),Deadline Deviation (%),Numeric Rating,Accepted,Reason
188,Project_188,Bridge Construction,Description of Project_188 in Bridge Construction.,708,Rural,16887010,Company_541,16672594.3,2025-04-26,664,609,40,28160602.11,30,0.58,0,-1.27,-6.21,83.28,1,Cost-effective and timely
188,Project_188,Bridge Construction,Description of Project_188 in Bridge Construction.,708,Rural,16887010,Company_539,14258967.04,2025-01-07,685,731,27,240733645.29,3,0.72,0,-15.56,-3.25,72.43,1,Cost-effective and timely
188,Project_188,Bridge Construction,Description of Project_188 in Bridge Construction.,708,Rural,16887010,Company_341,16982584.85,2025-12-14,681,108,22,491033739.07,17,0.6,0,0.57,-3.81,70.78,1,Cost-effective and timely
189,Project_189,Bridge Construction,Description of Project_189 in Bridge Construction.,325,Rural,11415447,Company_721,12497396.85,2025-08-02,305,155,43,426051935.52,47,0.83,1,9.48,-6.15,102.09,1,Cost-effective and timely
189,Project_189,Bridge Construction,Description of Project_189 in Bridge Construction.,325,Rural,11415447,Company_174,9941666.05,2025-11-25,306,170,18,212223912.8,32,0.62,0,-12.91,-5.85,70.37,1,Cost-effective and timely
189,Project_189,Bridge Construction,Description of Project_189 in Bridge Construction.,325,Rural,11415447,Company_90,13389875.13,2025-09-22,320,276,8,461847221.27,14,0.76,1,17.3,-1.54,65.84,0,High deviation in cost or deadlines
189,Project_189,Bridge Construction,Description of Project_189 in Bridge Construction.,325,Rural,11415447,Company_916,10016811.59,2025-08-08,294,436,40,430205375.22,33,0.66,0,-12.25,-9.54,85.71,1,Cost-effective and timely
189,Project_189,Bridge Construction,Description of Project_189 in Bridge Construction.,325,Rural,11415447,Company_569,11723113.18,2025-03-12,344,850,37,405879249.7,34,1.0,1,2.7,5.85,104.68,1,Cost-effective and timely
190,Project_190,Industrial Complex,Description of Project_190 in Industrial Complex.,270,Rural,16242853,Company_200,17559446.81,2025-05-19,304,903,8,317121378.28,14,0.52,0,8.11,12.59,55.63,0,High deviation in cost or deadlines
190,Project_190,Industrial Complex,Description of Project_190 in Industrial Complex.,270,Rural,16242853,Company_278,13677069.38,2025-11-11,336,331,6,464299440.68,31,0.53,0,-15.8,24.44,55.77,0,High deviation in cost or deadlines
190,Project_190,Industrial Complex,Description of Project_190 in Industrial Complex.,270,Rural,16242853,Company_736,18134430.65,2025-07-11,246,470,25,340234235.31,6,1.0,0,11.65,-8.89,84.18,1,Cost-effective and timely
190,Project_190,Industrial Complex,Description of Project_190 in Industrial Complex.,270,Rural,16242853,Company_467,19417971.64,2025-05-02,325,710,26,374123569.36,40,0.92,1,19.55,20.37,91.17,1,Cost-effective and timely
190,Project_190,Industrial Complex,Description of Project_190 in Industrial Complex.,270,Rural,16242853,Company_981,17465818.05,2025-09-20,270,206,5,103719638.35,23,0.55,0,7.53,0.0,58.55,0,High deviation in cost or deadlines
191,Project_191,Bridge Construction,Description of Project_191 in Bridge Construction.,469,Rural,11860716,Company_508,13901036.2,2025-05-24,438,319,17,414901723.22,0,0.69,0,17.2,-6.61,63.7,0,High deviation in cost or deadlines
191,Project_191,Bridge Construction,Description of Project_191 in Bridge Construction.,469,Rural,11860716,Company_744,13918872.95,2025-11-11,535,906,35,465830080.45,23,0.92,1,17.35,14.07,91.39,1,Cost-effective and timely
191,Project_191,Bridge Construction,Description of Project_191 in Bridge Construction.,469,Rural,11860716,Company_79,12785655.45,2025-02-20,500,370,12,187142986.88,37,0.68,0,7.8,6.61,72.24,1,Cost-effective and timely
191,Project_191,Bridge Construction,Description of Project_191 in Bridge Construction.,469,Rural,11860716,Company_639,12060476.81,2025-07-12,525,225,24,61370795.03,26,0.84,1,1.68,11.94,85.21,1,Cost-effective and timely
191,Project_191,Bridge Construction,Description of Project_191 in Bridge Construction.,469,Rural,11860716,Company_868,12848025.57,2025-06-25,475,910,38,472163229.57,28,0.94,0,8.32,1.28,99.14,1,Cost-effective and timely
192,Project_192,Residential Building,Description of Project_192 in Residential Building.,670,Suburban,2699055,Company_277,2684940.64,2025-01-09,739,52,20,303997738.69,37,0.86,0,-0.52,10.3,87.99,1,Cost-effective and timely
192,Project_192,Residential Building,Description of Project_192 in Residential Building.,670,Suburban,2699055,Company_579,2910326.2,2025-04-01,673,603,45,252690161.59,48,0.74,0,7.83,0.45,99.2,1,Cost-effective and timely
192,Project_192,Residential Building,Description of Project_192 in Residential Building.,670,Suburban,2699055,Company_991,2163144.2,2025-06-13,730,341,24,321865276.17,38,0.52,1,-19.86,8.96,68.24,0,High deviation in cost or deadlines
192,Project_192,Residential Building,Description of Project_192 in Residential Building.,670,Suburban,2699055,Company_118,3199284.2,2025-02-07,620,848,46,397864974.0,32,0.86,0,18.53,-7.46,98.56,1,Cost-effective and timely
192,Project_192,Residential Building,Description of Project_192 in Residential Building.,670,Suburban,2699055,Company_889,2314006.96,2025-09-23,722,527,49,366524164.79,7,0.64,0,-14.27,7.76,83.16,1,Cost-effective and timely
193,Project_193,Bridge Construction,Description of Project_193 in Bridge Construction.,423,Suburban,15005870,Company_691,17527770.45,2025-09-06,471,320,35,170060299.14,41,0.7,0,16.81,11.35,85.98,1,Cost-effective and timely
193,Project_193,Bridge Construction,Description of Project_193 in Bridge Construction.,423,Suburban,15005870,Company_382,17667873.99,2025-02-26,383,466,39,189015834.89,28,0.53,0,17.74,-9.46,76.04,1,Cost-effective and timely
193,Project_193,Bridge Construction,Description of Project_193 in Bridge Construction.,423,Suburban,15005870,Company_93,13108093.11,2025-08-14,434,968,50,495039339.22,20,0.96,0,-12.65,2.6,103.29,1,Cost-effective and timely
193,Project_193,Bridge Construction,Description of Project_193 in Bridge Construction.,423,Suburban,15005870,Company_464,13465986.78,2025-03-27,466,862,27,144094755.39,33,0.99,0,-10.26,10.17,95.8,1,Cost-effective and timely
193,Project_193,Bridge Construction,Description of Project_193 in Bridge Construction.,423,Suburban,15005870,Company_33,14083085.08,2025-05-09,390,382,7,27231960.16,2,0.66,0,-6.15,-7.8,59.12,0,High deviation in cost or deadlines
194,Project_194,Road Construction,Description of Project_194 in Road Construction.,505,Rural,609421,Company_138,730190.1,2025-03-06,585,787,17,416897571.83,0,0.51,0,19.82,15.84,55.05,0,High deviation in cost or deadlines
194,Project_194,Road Construction,Description of Project_194 in Road Construction.,505,Rural,609421,Company_14,672873.04,2025-11-16,457,312,28,167693597.48,37,0.97,1,10.41,-9.5,96.92,1,Cost-effective and timely
194,Project_194,Road Construction,Description of Project_194 in Road Construction.,505,Rural,609421,Company_665,576828.45,2025-01-14,539,274,43,490166419.04,49,0.75,1,-5.35,6.73,98.76,1,Cost-effective and timely
194,Project_194,Road Construction,Description of Project_194 in Road Construction.,505,Rural,609421,Company_696,685937.17,2025-12-26,575,252,35,427535351.56,49,0.82,0,12.56,13.86,95.97,1,Cost-effective and timely
194,Project_194,Road Construction,Description of Project_194 in Road Construction.,505,Rural,609421,Company_524,688990.0,2025-07-12,575,722,35,249742125.62,34,0.74,0,13.06,13.86,86.67,1,Cost-effective and timely
195,Project_195,Industrial Complex,Description of Project_195 in Industrial Complex.,588,Suburban,17268718,Company_862,15167274.6,2025-08-26,561,465,35,489888306.44,23,0.56,1,-12.17,-4.59,75.66,1,Cost-effective and timely
195,Project_195,Industrial Complex,Description of Project_195 in Industrial Complex.,588,Suburban,17268718,Company_913,15760419.8,2025-09-14,569,969,48,464061619.87,42,0.88,0,-8.73,-3.23,106.72,1,Cost-effective and timely
195,Project_195,Industrial Complex,Description of Project_195 in Industrial Complex.,588,Suburban,17268718,Company_80,19737185.18,2025-07-15,604,368,24,459628547.54,28,0.74,0,14.29,2.72,79.16,1,Cost-effective and timely
195,Project_195,Industrial Complex,Description of Project_195 in Industrial Complex.,588,Suburban,17268718,Company_767,15189555.88,2025-01-04,656,729,40,326848258.13,4,0.63,0,-12.04,11.56,76.64,1,Cost-effective and timely
195,Project_195,Industrial Complex,Description of Project_195 in Industrial Complex.,588,Suburban,17268718,Company_966,15023896.56,2025-05-14,617,463,8,277736166.11,15,0.54,0,-13.0,4.93,56.55,0,High deviation in cost or deadlines
196,Project_196,Residential Building,Description of Project_196 in Residential Building.,486,Urban,11542724,Company_363,13205720.08,2025-06-08,531,452,26,188603974.43,22,0.86,0,14.41,9.26,83.76,1,Cost-effective and timely
196,Project_196,Residential Building,Description of Project_196 in Residential Building.,486,Urban,11542724,Company_483,9559663.2,2025-05-06,533,588,24,192518971.01,42,0.95,1,-17.18,9.67,93.96,1,Cost-effective and timely
196,Project_196,Residential Building,Description of Project_196 in Residential Building.,486,Urban,11542724,Company_647,12698323.59,2025-06-17,483,761,20,206218333.17,19,0.73,0,10.01,-0.62,74.68,1,Cost-effective and timely
196,Project_196,Residential Building,Description of Project_196 in Residential Building.,486,Urban,11542724,Company_229,10424236.42,2025-12-20,524,821,44,204970486.39,26,0.77,0,-9.69,7.82,92.49,1,Cost-effective and timely
196,Project_196,Residential Building,Description of Project_196 in Residential Building.,486,Urban,11542724,Company_876,13016740.56,2025-05-12,467,387,16,155973571.88,10,0.86,1,12.77,-3.91,74.5,1,Cost-effective and timely
197,Project_197,Industrial Complex,Description of Project_197 in Industrial Complex.,475,Urban,13031661,Company_469,14633423.46,2025-10-13,505,551,13,71300779.56,28,0.9,0,12.29,6.32,80.79,1,Cost-effective and timely
197,Project_197,Industrial Complex,Description of Project_197 in Industrial Complex.,475,Urban,13031661,Company_590,10834060.97,2025-11-19,514,472,20,85271418.7,44,0.64,1,-16.86,8.21,74.67,1,Cost-effective and timely
197,Project_197,Industrial Complex,Description of Project_197 in Industrial Complex.,475,Urban,13031661,Company_91,13177465.1,2025-02-21,429,417,30,289297214.28,15,0.66,0,1.12,-9.68,77.17,1,Cost-effective and timely
197,Project_197,Industrial Complex,Description of Project_197 in Industrial Complex.,475,Urban,13031661,Company_548,12967568.66,2025-01-20,533,330,21,299881287.49,20,0.67,0,-0.49,12.21,73.44,1,Cost-effective and timely
197,Project_197,Industrial Complex,Description of Project_197 in Industrial Complex.,475,Urban,13031661,Company_523,11025489.92,2025-09-23,483,374,15,64576734.62,32,0.57,0,-15.39,1.68,65.85,0,High deviation in cost or deadlines
198,Project_198,Bridge Construction,Description of Project_198 in Bridge Construction.,454,Urban,10963511,Company_587,10834390.48,2025-03-24,405,615,32,156078425.04,9,0.53,0,-1.18,-10.79,70.99,1,Cost-effective and timely
198,Project_198,Bridge Construction,Description of Project_198 in Bridge Construction.,454,Urban,10963511,Company_449,10497224.31,2025-12-15,426,371,7,7344688.46,2,0.99,0,-4.25,-6.17,73.12,1,Cost-effective and timely
198,Project_198,Bridge Construction,Description of Project_198 in Bridge Construction.,454,Urban,10963511,Company_403,12617752.18,2025-11-19,499,686,27,401750511.01,37,0.82,1,15.09,9.91,87.13,1,Cost-effective and timely
198,Project_198,Bridge Construction,Description of Project_198 in Bridge Construction.,454,Urban,10963511,Company_520,11016965.36,2025-04-27,409,773,9,30389291.63,6,0.58,1,0.49,-9.91,58.9,0,High deviation in cost or deadlines
198,Project_198,Bridge Construction,Description of Project_198 in Bridge Construction.,454,Urban,10963511,Company_971,12901322.76,2025-06-11,468,852,28,416844749.83,21,0.96,0,17.68,3.08,89.42,1,Cost-effective and timely
199,Project_199,Industrial Complex,Description of Project_199 in Industrial Complex.,537,Rural,10204190,Company_950,9742119.29,2025-03-14,631,876,19,80883447.45,32,0.58,0,-4.53,17.5,69.37,0,High deviation in cost or deadlines
199,Project_199,Industrial Complex,Description of Project_199 in Industrial Complex.,537,Rural,10204190,Company_268,10263663.78,2025-07-01,523,777,16,336597323.42,27,0.81,0,0.58,-2.61,80.37,1,Cost-effective and timely
199,Project_199,Industrial Complex,Description of Project_199 in Industrial Complex.,537,Rural,10204190,Company_709,10393618.86,2025-09-28,599,691,32,325037980.45,32,0.59,1,1.86,11.55,78.83,1,Cost-effective and timely
199,Project_199,Industrial Complex,Description of Project_199 in Industrial Complex.,537,Rural,10204190,Company_636,11547145.56,2025-08-18,616,780,5,139377139.34,7,0.9,1,13.16,14.71,67.42,0,High deviation in cost or deadlines
199,Project_199,Industrial Complex,Description of Project_199 in Industrial Complex.,537,Rural,10204190,Company_990,11610318.84,2025-03-22,532,720,15,291395306.47,41,0.55,0,13.78,-0.93,67.17,0,High deviation in cost or deadlines
200,Project_200,Industrial Complex,Description of Project_200 in Industrial Complex.,700,Urban,3249537,Company_371,3448698.76,2025-03-19,689,346,46,222202151.58,20,0.97,0,6.13,-1.57,102.78,1,Cost-effective and timely
200,Project_200,Industrial Complex,Description of Project_200 in Industrial Complex.,700,Urban,3249537,Company_537,2985575.02,2025-09-18,704,192,30,14399190.67,1,0.8,1,-8.12,0.57,78.64,1,Cost-effective and timely
200,Project_200,Industrial Complex,Description of Project_200 in Industrial Complex.,700,Urban,3249537,Company_52,2641371.31,2025-03-03,747,516,44,135974433.19,33,0.85,0,-18.72,6.71,97.2,1,Cost-effective and timely
200,Project_200,Industrial Complex,Description of Project_200 in Industrial Complex.,700,Urban,3249537,Company_738,2616675.14,2025-10-20,735,128,30,144230011.61,12,0.71,1,-19.48,5.0,75.41,1,Cost-effective and timely
200,Project_200,Industrial Complex,Description of Project_200 in Industrial Complex.,700,Urban,3249537,Company_187,3092514.04,2025-05-07,710,203,44,81900177.25,49,0.85,0,-4.83,1.43,105.95,1,Cost-effective and timely
201,Project_201,Bridge Construction,Description of Project_201 in Bridge Construction.,459,Suburban,6651936,Company_79,5341974.54,2025-10-07,513,697,24,171202739.1,36,0.58,1,-19.69,11.76,70.84,1,Cost-effective and timely
201,Project_201,Bridge Construction,Description of Project_201 in Bridge Construction.,459,Suburban,6651936,Company_978,5463805.59,2025-02-26,501,895,16,266528356.53,12,0.58,1,-17.86,9.15,61.1,0,High deviation in cost or deadlines
201,Project_201,Bridge Construction,Description of Project_201 in Bridge Construction.,459,Suburban,6651936,Company_315,7708812.53,2025-09-12,514,953,16,389293379.49,47,0.74,0,15.89,11.98,78.74,1,Cost-effective and timely
201,Project_201,Bridge Construction,Description of Project_201 in Bridge Construction.,459,Suburban,6651936,Company_253,5487398.83,2025-11-12,556,591,27,89434005.33,34,0.95,0,-17.51,21.13,91.5,1,Cost-effective and timely
201,Project_201,Bridge Construction,Description of Project_201 in Bridge Construction.,459,Suburban,6651936,Company_787,6582485.6,2025-05-08,473,851,49,196702526.87,41,0.97,0,-1.04,3.05,113.59,1,Cost-effective and timely
202,Project_202,Industrial Complex,Description of Project_202 in Industrial Complex.,387,Urban,16053160,Company_388,15024122.83,2025-10-24,435,531,34,388330884.92,25,0.68,0,-6.41,12.4,81.88,1,Cost-effective and timely
202,Project_202,Industrial Complex,Description of Project_202 in Industrial Complex.,387,Urban,16053160,Company_895,15258182.97,2025-12-09,367,738,20,257407232.92,38,0.97,0,-4.95,-5.17,94.04,1,Cost-effective and timely
202,Project_202,Industrial Complex,Description of Project_202 in Industrial Complex.,387,Urban,16053160,Company_351,18496907.63,2025-09-24,413,308,31,408082159.77,7,0.95,1,15.22,6.72,85.54,1,Cost-effective and timely
202,Project_202,Industrial Complex,Description of Project_202 in Industrial Complex.,387,Urban,16053160,Company_477,17843500.88,2025-10-26,396,967,35,101335043.62,49,0.88,0,11.15,2.33,100.99,1,Cost-effective and timely
202,Project_202,Industrial Complex,Description of Project_202 in Industrial Complex.,387,Urban,16053160,Company_640,16133351.17,2025-03-02,348,954,13,20687654.5,11,0.74,1,0.5,-10.08,69.55,0,High deviation in cost or deadlines
203,Project_203,Road Construction,Description of Project_203 in Road Construction.,461,Urban,1798378,Company_493,2038230.84,2025-03-05,549,850,32,416818266.61,11,1.0,0,13.34,19.09,89.02,1,Cost-effective and timely
